id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"15b47dec915e","2026-07-14","The United States Department of the Treasury, led by Secretary Scott Bessent, froze over $130 million in cryptocurrency linked to Iran's central bank. This action is part of a broader campaign to disrupt Iran's access to funds generated through illicit financial networks.","US Treasury is committed to disrupting and degrading Iran's illicit financial activities, including its abuse of digital assets. Today, Treasury's Office of Foreign Assets Control sanctioned multiple wallets tied to the Central Bank of Iran, resulting in the freeze of over $130 million.","United States Department of the Treasury SANCTION Iran's central bank","CONFLICT","SANCTION","-0.6","United States Department of the Treasury","U.S. Treasury Department","USA (185)","Iran's central bank","Iran's central bank","Iran (80)","","","","Immaterial","","Immaterial","1",""
"6ae5f17f2237","2026-07-14","The United States Department of the Treasury announced the imposition of sanctions on over fifty individuals, enterprises, and maritime vessels linked to Iran's unlawful oil transportation and sanctions circumvention program. This action targets maritime trade operations controlled by Iranian energy tycoon Mohammad Hossein Shamkhani and aims to block assets and sever financial channels that support the Iranian regime.","The measures were announced by the Treasury Department’s Office of Foreign Assets Control and represent one of the most sweeping actions taken in recent months.","United States Department of the Treasury SANCTION over fifty individuals, enterprises, and maritime vessels linked to Iran's unlawful oil transportation and sanctions circumvention program","CONFLICT","SANCTION","-0.6","United States Department of the Treasury","U.S. Treasury Department","USA (185)","Over fifty individuals, enterprises, and maritime vessels linked to Iran's unlawful oil transportation and sanctions circumvention program","Over 50 individuals, enterprises, and maritime vessels linked to an unlawful Iranian oil transportation and sanctions-circumvention network","Iran (80)","Mohammad Hossein Shamkhani","Mohammad Hossein Shamkhani","Iran (80)","Immaterial","","Immaterial","3",""
"d967534362c7","2026-07-14","US Central Command (CentCom) announced the resumption of a blockade on maritime traffic entering and exiting Iranian ports, effective July 14 at 4 pm ET. The blockade will be enforced against vessels transiting to or from Iranian ports, while allowing traffic flow for vessels not violating the blockade.","CentCom forces will enforce the blockade against vessels transiting to or from Iranian ports and coastal areas. The US military continues to support traffic flow through regional waters for all vessels not violating the blockade.","US Central Command (CentCom) SANCTION vessels transiting to or from Iranian ports","CONFLICT","SANCTION","-0.6","US Central Command (CentCom)","US Central Command (CENTCOM)","USA (185)","Vessels transiting to or from Iranian ports","Vessels transiting to or from Iranian ports","Iran (80)","","","","Maritime traffic entering and exiting Iranian ports","","Iran (80)","1",""
"9c8bc6d5dac8","2026-07-14","The United States Central Command announced the implementation of a comprehensive naval blockade of all sovereign Iranian maritime ports, following an executive order by President Donald Trump to reinstate severe trade embargoes. This action is a response to escalating military confrontations and aims to enhance naval security operations in the region.","United States Central Command announced that a comprehensive naval blockade of all sovereign Iranian maritime ports is scheduled to take effect within hours.","United States Central Command SANCTION Iran","CONFLICT","SANCTION","-0.6","United States Central Command","U.S. Central Command","USA (185)","Iran","Iran","Iran (80)","Donald Trump","Donald Trump","USA (185)","All sovereign Iranian maritime ports","","Iran (80)","2",""
"8f1bac5177a2","2026-07-14","President Donald Trump stated that he would consider ordering a ground invasion of Kharg Island, Iran, if U.S. forces sufficiently degraded Iran's military capabilities. This statement was made during an interview in response to questions about a previous comment he made regarding the island's strategic importance.","President Donald Trump on Tuesday said he would order a ground invasion of Kharg Island if U.S. forces 'degraded' Iran enough.","President Donald Trump THREATEN U.S. forces and Iran","CONFLICT","THREATEN","-0.6","President Donald Trump","Donald Trump","USA (185)","U.S. forces; Iran","U.S. forces; Iran","USA (185); Iran (80)","","","","Kharg Island","","Iran (80)","1",""
"5572da0bee8c","2026-07-14","The United States conducted airstrikes targeting military sites in Iran's Hormuzgan and Khuzestan provinces, resulting in the deaths of three individuals and injuries to four others. The strikes hit various locations, including an environmental facility and an animal-feed warehouse.","Three people were killed and four others injured in US airstrikes on Iran's southwestern Hormuzgan and Khuzestan provinces early Tuesday, according to Iranian officials and local media.","United States ASSAULT Iranian military sites and personnel","CONFLICT","ASSAULT","-0.9","United States","United States","USA (185)","Iranian military sites; Iranian military personnel","Iranian military sites; Iranian military personnel","Iran (80); Iran (80)","","","","Hormuzgan County, Hormuzgan Province; Khuzestan Province","","Iran (80); Iran (80)","2",""
"39599f06280e","2026-07-14","The United States began enforcing a maritime blockade on Iran, which covers all Iranian ports, oil terminals, and coastal areas. This action is part of a significant escalation in tensions between Washington and Tehran amid ongoing regional conflict, with restrictions applying to all vessels entering or departing the blockaded areas.","The United States (US) is set to begin enforcing a maritime blockade on Iran from 2000 GMT on July 14, marking a significant escalation in tensions between Washington and Tehran amid the ongoing regional conflict.","United States SANCTION Iranian authorities","CONFLICT","SANCTION","-0.6","United States","United States","USA (185)","Iranian authorities","Iranian officials","Iran (80)","","","","Maritime waters","","Iran (80)","1",""
"5b665039c4f0","2026-07-14","The United States imposed sanctions on multiple cryptocurrency wallets linked to Iran's central bank, blocking over $130 million in digital assets. This action was taken by the U.S. Treasury Department's Office of Foreign Assets Control (OFAC) to disrupt Iran's illicit financial networks amid escalating military tensions between the two countries.","The U.S. Treasury Department’s Office of Foreign Assets Control (OFAC) announced on Tuesday, July 14, that it had designated multiple digital wallets associated with the Central Bank of Iran, freezing more than $130 million in assets.","United States SANCTION cryptocurrency wallets linked to Iran's central bank","CONFLICT","SANCTION","-0.6","United States; U.S. Treasury Department Office of Foreign Assets Control (OFAC)","United States; U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC)","USA (185); USA (185)","Cryptocurrency wallets linked to Iran's central bank","Cryptocurrency wallets linked to Iran's central bank","Iran (80)","","","","Immaterial","","Immaterial","1",""
"945922bc4b71","2026-07-14","The United States Navy resumed its blockade of Iranian ports, preventing vessels from entering or leaving, citing the need to curb attacks on commercial shipping and protect maritime security in the Gulf. This action follows a series of military airstrikes on Iranian military installations and comes amid ongoing military conflicts in the region.","According to multiple international reports, Washington has resumed its blockade of Iranian ports after an earlier suspension linked to temporary diplomatic efforts.","United States Navy COOPERATE Iranian military","COOPERATION","COOPERATE","0.8","United States Navy","United States Navy","USA (185)","Iranian military","Iranian military","Iran (80)","","","","Gulf","","Unknown","1",""
"7eeea56ff5c1","2026-07-14","US President Donald Trump announced a reversal of his plan to impose a 20 percent fee on all commercial vessels transiting the Strait of Hormuz. Instead, he stated that the strait would remain open to all vessel traffic except for those linked to Iran, and that a complete blockade would be imposed only on vessels bound for or coming from Iranian ports.","Trump announced, in a post on the 'Truth Social' platform, that the strait would remain open to 'all vessel traffic except Iran,' stressing that the United States would impose a 'complete blockade' limited to vessels bound for or coming from Iranian ports.","US President Donald Trump CONCEDE Iranian entities","COOPERATION","CONCEDE","0.5","US President Donald Trump","Donald Trump","USA (185)","Iranian entities","Iranian entities","Iran (80)","","","","Strait of Hormuz","","Unknown","1",""
"0da442d01b3c","2026-07-13","On July 13, 2026, the United States conducted missile strikes on Iranian military bases near the Strait of Hormuz, while Iran targeted U.S.-linked military installations in the Gulf. This escalation in hostilities has raised concerns about a larger regional conflict and has cast doubt on the interim agreement aimed at reopening the Strait.","Washington has conducted new strikes on Iranian military bases near Hormuz, while Tehran has targeted U.S.-linked military installations in the Gulf, vowing to protect key shipping routes.","United States and Iran ASSAULTED each other's military bases and installations.","CONFLICT","ASSAULT","-0.9","United States; Iran","United States; Iran","USA (185); Iran (80)","Iranian military bases; U.S.-linked military installations","Iranian military sites; US military installations","Iran (80); USA (185)","","","","Near the Strait of Hormuz; Gulf","","Iran (80)","1",""
"ab773a99cf78","2026-07-13","President Donald Trump announced that the U.S. administration is investigating the potential storage of drones or missiles by Iran in Cuba. He warned that the U.S. would respond if these claims are confirmed, indicating that officials are looking into the matter following an intelligence report.","President Donald Trump said Monday that his administration is investigating whether Iran has drones or missiles stored in Cuba, warning that the United States would respond if such claims are confirmed.","U.S. administration ACCUSE Iran","CONFLICT","ACCUSE","-0.3","U.S. administration","U.S. administration","USA (185)","Iran","Iran","Iran (80)","Cuba","Cuba","Cuba (43)","Cuba","","Cuba (43)","1",""
"65525f71e312","2026-07-13","The United States military launched multiple waves of coordinated airstrikes targeting around 140 locations across Iran, including cities and military installations. The operation aimed to weaken the Islamic Revolutionary Guard Corps' (IRGC) capability to disrupt international shipping in response to an incident involving an international container ship in the Strait of Hormuz.","Early Monday morning, the United States military launched multiple waves of coordinated airstrikes targeting several cities and military installations across Iran.","United States military ASSAULT Islamic Revolutionary Guard Corps (IRGC)","CONFLICT","ASSAULT","-0.9","United States military","United States military","USA (185)","Islamic Revolutionary Guard Corps (IRGC)","Islamic Revolutionary Guard Corps (IRGC)","Iran (80)","International shipping","International shipping","Unknown","Iran; cities and military installations across Iran; Strait of Hormuz","","Iran (80); Iran (80); Iran (80)","1",""
"31701610efe5","2026-07-13","On July 13, 2026, the United States and Iran engaged in significant military attacks around the Strait of Hormuz, escalating tensions in the region. The US continued its offensive against Iranian targets, while Iran retaliated with strikes against Gulf nations including Bahrain, Jordan, Kuwait, and Oman, threatening to abandon existing peace agreements.","As the US attacks on Iran continued on Monday, Tehran said it would stop complying with a framework agreement to halt the fighting if Washington failed to meet its commitments. It also responded with attacks of its own targeting Gulf nations, with the powerful Revolutionary Guards announcing new strikes on Bahrain, Jordan, Kuwait and Oman.","United States and Iran ASSAULT Iranian targets and Gulf nations including Bahrain, Jordan, Kuwait, and Oman","CONFLICT","ASSAULT","-0.9","United States; Iran","United States; Iran","USA (185); Iran (80)","Iranian targets; Gulf nations including Bahrain; Jordan; Kuwait; Oman","Iranian military targets; Gulf nations including Bahrain; Jordan; Kuwait; Oman","Iran (80); Bahrain (13); Jordan (87); Kuwait (91); Oman (129)","","","","Strait of Hormuz; Gulf countries including Bahrain; Jordan; Kuwait; Oman","","Jordan (87); Kuwait (91); Oman (129)","1",""
"905f34ac28ec","2026-07-13","The United States military conducted airstrikes in Iran's southwestern Khuzestan province, targeting an agricultural water pumping station. The strikes resulted in the death of a security guard and injuries to four others. This action was part of a series of attacks following heightened tensions between the US and Iran.","One person was killed and four others were injured in strikes by the United States’ military in Iran’s southwestern Khuzestan province on Monday, reported the Anadolu Agency.","United States military ASSAULT agricultural water pumping station in Khuzestan province, Iran","CONFLICT","ASSAULT","-0.9","United States military","United States military","USA (185)","Agricultural water pumping station in Khuzestan province; Security guard at the water pumping station; Other personnel at the water pumping station","Agricultural water pumping station in Khuzestan province; Security guard at the water pumping station; Other personnel at the water pumping station","Iran (80); Iran (80); Iran (80)","","","","Khuzestan province","","Iran (80)","1",""
"ccd4ce472521","2026-07-13","The United States conducted a series of military attacks on Iranian targets in response to escalating tensions in the Strait of Hormuz. In retaliation, Iran's Revolutionary Guards launched strikes against Gulf nations including Bahrain, Jordan, Kuwait, and Oman, indicating a significant escalation in hostilities.","As the US attacks on Iran continued on Monday, Tehran said it would stop complying with a framework agreement signed in June to halt the fighting if Washington failed to meet its commitments.","United States and Iran's Revolutionary Guard Corps ASSAULT Iranian targets and Gulf nations","CONFLICT","ASSAULT","-0.9","United States; Iranian Revolutionary Guard Corps","United States; Iran's Revolutionary Guard","USA (185); Iran (80)","Iranian targets in the Strait of Hormuz; Gulf nations including Bahrain; Jordan; Kuwait; Oman","Iranian military assets in the Strait of Hormuz; Gulf nations including Bahrain; Jordan; Kuwait; Oman","Iran (80); Bahrain (13); Jordan (87); Kuwait (91); Oman (129)","","","","Iranian targets in the Strait of Hormuz; Gulf nations including Bahrain; Jordan; Kuwait; Oman","","Iran (80); Bahrain (13); Jordan (87); Kuwait (91); Oman (129)","1",""
"264553ca7e54","2026-07-12","The United States Central Command (CENTCOM) conducted a series of airstrikes targeting approximately 140 military sites within Iranian territory, including missile and drone sites, ammunition depots, and naval facilities. This military action was ordered by US President Donald Trump in response to Iranian forces targeting commercial vessels, and it has been condemned by the Iranian Ministry of Foreign Affairs as a violation of international laws and a threat to regional stability.","For its part, the US Central Command (CENTCOM) announced a wide wave of airstrikes targeting about 140 military targets within Iranian territory.","United States Central Command (CENTCOM) ASSAULT Iranian military sites","CONFLICT","ASSAULT","-0.9","United States Central Command (CENTCOM)","United States Central Command (CENTCOM)","USA (185)","Iranian military sites","Iranian military sites","Iran (80)","Donald Trump; Iranian Ministry of Foreign Affairs","Donald Trump; Iran's Foreign Ministry","USA (185); Iran (80)","Iranian territory","","Iran (80)","1",""
"a2a59fa4c19e","2026-07-12","The United States military conducted its first combat operation using unmanned surface vessels, striking Iranian naval facilities at Bandar Abbas. Three explosive-laden Corsair unmanned surface vessels targeted a submarine and ship-maintenance facility, aiming to degrade Iran's capability to attack commercial shipping.","CENTCOM said three explosive-laden Corsair unmanned surface vessels struck a submarine and ship-maintenance facility at Iran’s Bandar Abbas Naval Base.","United States military ASSAULT Iranian naval forces","CONFLICT","ASSAULT","-0.9","United States military","United States military","USA (185)","Iranian naval forces","Iranian naval forces","Iran (80)","","","","Bandar Abbas","","Iran (80)","1",""
"7deaada44496","2026-07-12","US and Iranian forces engaged in heavy missile and drone assaults, with Iran targeting US military facilities in Bahrain and Kuwait, destroying radar systems in Oman, and striking fuel tanks and ammunition depots at Prince Hassan Air Base in Jordan. This escalation is part of ongoing attacks and counter-attacks as Iran seeks to control shipping through the Strait of Hormuz.","Iran's Revolutionary Guards said on Monday they targeted US military facilities in Bahrain and Kuwait, destroyed radar systems in Oman, and struck fuel tanks and ammunition depots at Prince Hassan Air Base in Jordan in their latest response to another wave of US strikes.","US forces and Iranian forces ASSAULT each other's military facilities","CONFLICT","ASSAULT","-0.9","US forces; Iranian forces","U.S. forces; Iranian military","USA (185); Iran (80)","US military facilities; Iranian military","US military facilities; Iranian military","USA (185); Iran (80)","","","","Maine; Faisia; Bahrman; Kuwait; Oman; Prince Hassan Air Base","","USA (185); Iran (80); Bahrain (13); Kuwait (91); Oman (129); Jordan (87)","1",""
"ffaf32d31312","2026-07-12","The United States Central Command conducted military strikes against multiple military sites in Iran, including air defense systems, radar installations, missile and drone facilities, and small naval vessels. This action was prompted by an attack on a commercial container vessel near the coast of Oman, amid escalating tensions over control of the Strait of Hormuz.","US Central Command said its forces targeted multiple military sites in Iran, including air defence systems, radar installations, missile and drone facilities, and small naval vessels.","United States Central Command ASSAULT multiple military sites in Iran","CONFLICT","ASSAULT","-0.9","United States Central Command","U.S. Central Command","USA (185)","Multiple military sites in Iran","Iranian military sites","Iran (80)","Iran","Iran","Iran (80)","Iran; Oman; Strait of Hormuz","","Iran (80); Oman (129)","1",""
"6d4fed3a1317","2026-07-12","On July 12, 2026, the United States and Iran engaged in a series of missile and drone attacks across the Gulf region, with Iran targeting US military facilities in several Gulf states and closing the Strait of Hormuz. The US Central Command confirmed that American forces conducted strikes against Iranian targets to diminish Iran's threat to commercial shipping in the strategic waterway.","The United States and Iran exchanged a new wave of missile and drone attacks on Sunday, intensifying tensions across the Gulf region and raising fresh concerns over the security of the Strait of Hormuz.","United States and US Central Command ASSAULT Iran and the Iranian military","CONFLICT","ASSAULT","-0.9","United States; US Central Command","United States; U.S. Central Command","USA (185); USA (185)","Iran; Iranian military","Iran; Iranian military","Iran (80); Iran (80)","Commercial shipping","Commercial shipping","Unknown","Gulf region; Gulf states; Strait of Hormuz","","Unknown; Unknown; Unknown","1",""
"e627dd2bc040","2026-07-12","On July 12, 2026, the United States military conducted strikes against Iranian targets in response to escalating conflict in the Strait of Hormuz, while Iran's Revolutionary Guards retaliated by attacking US military assets in Kuwait, Jordan, Bahrain, and Oman. This exchange of strikes was part of a broader dispute over control of the strategic waterway.","On Sunday, the US and Iran exchanged strikes in a dispute over the control of the Strait of Hormuz with the US military announcing it had hit numerous targets to weaken Iranian forces, while Iran’s Revolutionary Guards said they attacked US military assets in Kuwait, Jordan, Bahrain and Oman.","United States military and Iranian Revolutionary Guards ASSAULT Iranian targets and US military assets","CONFLICT","ASSAULT","-0.9","United States military; Iranian Revolutionary Guards","United States military; Iran's Revolutionary Guard","USA (185); Iran (80)","Iranian targets; US military assets","Iranian military targets; US military assets","Iran (80); USA (185)","","","","Strait of Hormuz; Kuwait; Jordan; Bahrain; Oman","","Kuwait (91); Jordan (87); Bahrain (13); Oman (129)","1",""
"ba0413dcbad4","2026-07-12","U.S. and Iranian forces engaged in heavy missile and drone assaults, with Iran targeting U.S. military facilities in Bahrain and Kuwait, destroying radar systems in Oman, and striking fuel tanks and ammunition depots at Prince Hassan Air Base in Jordan. This escalation is part of ongoing hostilities as Iran seeks to control shipping through the Strait of Hormuz.","Iran's Revolutionary Guards said on Monday they targeted U.S. military facilities in ​Bahrain and Kuwait, destroyed radar systems in Oman, and struck fuel tanks and ammunition depots at Prince Hassan Air Base in Jordan in their latest response to another wave of U.S. strikes.","U.S. and Iranian forces ASSAULT each other's military targets","CONFLICT","ASSAULT","-0.9","U.S. forces; Iranian forces","U.S. forces; Iranian military","USA (185); Iran (80)","U.S. military facilities in Bahrain; Iranian military targets","US military bases in Bahrain; Iranian military targets","USA (185); Iran (80)","","","","Maharawi; Prince Hassan Air Base, Jordan; Fujairah, United Arab Emirates; Bahrain; Kuwait","","Oman (129); Jordan (87); UAE (182); Bahrain (13); Kuwait (91)","1",""
"72590c14f7c5","2026-07-12","US Central Command announced that American troops conducted a series of offensive strikes against Iran's drone and missile sites to enhance security in the Strait of Hormuz. The operation aimed to degrade Iran's capability to attack international shipping in this vital maritime corridor.","US Central Command announced late Sunday night that American troops completed a new wave of 'offensive strikes,' hitting dozens of targets 'to degrade Iran's ability to continue attacking international shipping flowing through the Strait of Hormuz.'","American troops ASSAULT Iran","CONFLICT","ASSAULT","-0.9","American troops","American troops","USA (185)","Iran","Iran","Iran (80)","","","","Iran's drone and missile sites; Strait of Hormuz","","Iran (80); Iran (80)","1",""
"c5a440509476","2026-07-11","Iranian Foreign Minister Abbas Araghchi stated that the newly imposed U.S. sanctions against Iran violate commitments under the Islamabad memorandum of understanding. He accused the U.S. Treasury Department of breaching Article 9 of the memorandum by targeting individuals, companies, and entities linked to Iran's energy, financial, and shipping sectors.","The new sanctions imposed by the U.S. Treasury constitute a violation of the Islamabad memorandum.","U.S. Treasury Department ACCUSE Iranian Foreign Minister Abbas Araghchi","CONFLICT","ACCUSE","-0.3","U.S. Treasury Department","U.S. Treasury Department","USA (185)","Iranian Foreign Minister Abbas Araghchi","Iranian Foreign Minister Abbas Araghchi","Iran (80)","Individuals, companies, and entities linked to Iran's energy, financial, and shipping sectors","Individuals, companies, and entities linked to Iran's energy, financial, and shipping sectors","Iran (80)","Immaterial","","Immaterial","1",""
"4b5aba2d7228","2026-07-11","Senior U.S. officials expressed skepticism regarding the possibility of reaching a new nuclear agreement with Iran, citing deepening military tensions in the Gulf and hardened positions from both sides. The U.S. expects Iran to publicly guarantee the security of international shipping through the Strait of Hormuz and cease attacks on commercial vessels, with a warning that Tehran should make such a commitment by Saturday or face unspecified consequences.","According to the report, officials now believe diplomacy alone may no longer be sufficient to resolve the long-running dispute over Tehran’s nuclear program.","Senior U.S. officials ACCUSE Iran","CONFLICT","ACCUSE","-0.3","Senior U.S. officials","Senior U.S. officials","USA (185)","Iran","Iran","Iran (80)","International shipping; Commercial vessels","International shipping; Commercial vessels","Unknown; Unknown","Gulf; Strait of Hormuz","","Unknown; Unknown","1",""
"187dbfd6a28c","2026-07-11","The United States and Iran engaged in a series of heavy missile and drone strikes across the Gulf, with Iran targeting U.S. military facilities in Bahrain, Kuwait, Oman, and Jordan. This escalation was in retaliation for recent American strikes on Iranian territory, and the U.S. military responded by striking Iranian air defense systems and naval assets.","The United States and Iran exchanged heavy missile and drone strikes over the weekend and into Monday, widening the conflict across the Gulf as Tehran targeted U.S. military facilities in several countries.","United States and Iran ASSAULT each other's military facilities and forces","CONFLICT","ASSAULT","-0.9","United States; Iran","United States; Iran","USA (185); Iran (80)","U.S. military facilities in Bahrain; U.S. military in Kuwait; U.S. military in Oman; U.S. military in Jordan; Iranian military","US military bases in Bahrain; US military bases in Kuwait; U.S. military in Oman; US military bases in Jordan; Iranian military","USA (185); USA (185); USA (185); USA (185); Iran (80)","","","","Gulf; Bahrain; Kuwait; Oman; Jordan","","Bahrain (13); Kuwait (91); Oman (129); Jordan (87)","1",""
"ec188cc54b12","2026-07-10","The United States, represented by Deputy UN Ambassador Tammy Bruce, reaffirmed its commitment to a diplomatic resolution regarding Iran's nuclear program during a UN Security Council session in Washington, D.C. The U.S. emphasized that while it is open to further negotiations, Tehran must meet its obligations to ensure international peace and security.","The door to diplomacy remains open, and is our preferred path to resolve concerns related to Iran's nuclear program,' says official Diyar Güldoğan.","United States and Tammy Bruce AGREE with Iran","COOPERATION","AGREE","0.5","United States; Tami Bruce","United States; Tami Bruce","USA (185); USA (185)","Iran","Iran","Iran (80)","United Nations Security Council","United Nations Security Council","United Nations","Washington, D.C.","","USA (185)","1",""
"e3ad3a312895","2026-07-10","The United States and Iran engaged in renewed armed exchanges in and around the Strait of Hormuz following attacks on three commercial vessels. The U.S. blamed Iran and conducted strikes against Iranian targets, while Iran retaliated by attacking American military infrastructure in neighboring Gulf states. Despite the escalation, both nations agreed to continue diplomatic discussions, with Qatar and Oman acting as intermediaries.","President Donald Trump announced on July 10 that discussions could resume even while declaring that the previous ceasefire was no longer operative.","United States and Iran COOPERATE","COOPERATION","COOPERATE","0.8","United States; Iran","United States; Iran","USA (185); Iran (80)","Iran; United States","Iran; United States","Iran (80); USA (185)","Qatar; Oman","Qatar; Oman","Qatar (139); Oman (129)","Strait of Hormuz; Gulf states","","Unknown; Unknown","1",""
"9137ffb1efb2","2026-07-10","The United States government demanded that Iranian authorities guarantee safe and unimpeded passage through the Strait of Hormuz amid escalating tensions and a collapsing ceasefire with Iran. This demand comes as both nations engage in direct military strikes and accusations of assassination plots, threatening global energy security and regional stability.","A senior U.S. official recently addressed the media, explicitly demanding that Iranian authorities guarantee safe and unimpeded passage through the Strait of Hormuz.","United States government REQUEST Iranian authorities","CONFLICT","REQUEST","-0.2","United States government","United States government","USA (185)","Iranian authorities","Iranian authorities","Iran (80)","","","","Strait of Hormuz","","Iran (80)","1",""
"80e036282245","2026-07-10","President Donald Trump announced that the US armed forces have been given precise instructions to bomb Iran at unprecedented levels if he is assassinated. This statement was made during an interview while he was in Ankara, Turkey, for a NATO summit, following revelations from the Israeli government about an alleged plot by Iran to assassinate him.","I have left instructions: if something happens, literally bomb them at levels they have never seen before.","US armed forces THREATEN Iran","CONFLICT","THREATEN","-0.6","US armed forces","United States military","USA (185)","Iran","Iran","Iran (80)","Donald Trump; Israeli government","Donald Trump; Israeli government","USA (185); Israel (83)","Ankara","","Türkiye (177)","1",""
"b5f70e185b70","2026-07-10","The United States imposed fresh sanctions on Dubai-based Iranian banker Ali Ansari, accusing him of operating a global financial network that benefited Iran's Supreme Leader Mojtaba Khamenei and the Islamic Revolutionary Guard Corps (IRGC). The sanctions were part of a broader strategy to disrupt the financial infrastructure supporting Iran's leadership amid renewed tensions between Washington and Tehran.","The United States on Friday imposed fresh sanctions on Dubai-based Iranian banker Ali Ansari, accusing him of operating a global financial network that benefited Iran's Supreme Leader Mojtaba Khamenei, the Islamic Revolutionary Guard Corps (IRGC) and other regime elites.","United States SANCTION Ali Ansari","CONFLICT","SANCTION","-0.6","United States","United States","USA (185)","Ali Ansari","Ali Ansari","Iran (80)","Mojtaba Khamenei; Islamic Revolutionary Guard Corps (IRGC)","Mojtaba Khamenei; Islamic Revolutionary Guard Corps (IRGC)","Iran (80); Iran (80)","Dubai","","UAE (182)","2",""
"3bb9677c9afc","2026-07-10","The United States government, represented by a senior official, demanded that Iran publicly affirm the unrestricted status of the Strait of Hormuz for shipping traffic and confirm that its forces are not engaging in hostilities against vessels. This demand follows the end of a 60-day ceasefire and ongoing tensions between the two nations regarding violations of a previous memorandum of understanding.","A senior U.S. official told The Hill’s sister network NewsNation on Friday that Trump expects Tehran to make the statement publicly and there won’t be a 'good outcome' if they refuse.","United States government REQUEST Iran","CONFLICT","REQUEST","-0.2","United States government","United States government","USA (185)","Iran","Iran","Iran (80)","","","","Immaterial","","Immaterial","4",""
"30032e32baa7","2026-07-09","U.S. warplanes conducted airstrikes on multiple targets across Iran in response to escalating tensions, while Iran retaliated with missile and drone attacks aimed at U.S. allies in the Persian Gulf. This military action follows President Donald Trump's declaration that the ceasefire with Iran is effectively over due to accusations of Iranian attacks on commercial shipping in the Strait of Hormuz.","The comments come as fighting between the United States and Iran entered another dangerous phase Thursday. President Donald Trump declared a ceasefire with Iran effectively over after accusing Tehran of attacking commercial shipping in the Strait of Hormuz, one of the world's most critical oil transit routes.","U.S. warplanes ASSAULT Iran and U.S. allies in the Persian Gulf","CONFLICT","ASSAULT","-0.9","U.S. warplanes","U.S. warplanes","USA (185)","Iran; U.S. allies in the Persian Gulf","Iran; Gulf allies","Iran (80)","","","","Iran; Persian Gulf; Strait of Hormuz","","Iran (80); Iran (80); Iran (80)","1",""
"6991b779c5fe","2026-07-09","The United States conducted military strikes on multiple sites across Iran, including two railway bridges and locations in southern coastal provinces. This action was described by Iran's Ministry of Foreign Affairs as a violation of the UN Charter and a breach of the ceasefire agreement, resulting in casualties among Iranian armed forces and civilians.","The ministry said the strikes hit multiple sites, including two railway bridges, and maintained that the attacks breached both the UN Charter and the existing ceasefire agreement.","United States ASSAULT Iranian armed forces and civilians","CONFLICT","ASSAULT","-0.9","United States","United States","USA (185)","Iranian armed forces; Iranian civilians","Iranian military; Civilians in Iran","Iran (80); Iran (80)","","","","Multiple sites across Iran; Two railway bridges in Iran; Southern coastal provinces of Iran","","Iran (80); Iran (80); Iran (80)","1",""
"ee1e855b92fc","2026-07-09","Fighting erupted between the United States and Iran, with Iranian forces targeting US allies in the region and US strikes hitting the perimeter of an Iranian nuclear power plant. This escalation occurred on the day of the burial of Iran's Supreme Leader Ayatollah Ali Khamenei in Mashhad, following a week of mass funeral processions.","New fighting erupted between the United States and Iran hours ahead of the burial of longtime supreme leader Ali Khamenei on Thursday, with Tehran targeting US allies in the region and American strikes hitting the perimeter of an Iranian nuclear power plant.","United States and Iran ASSAULT US allies and Iranian forces","CONFLICT","ASSAULT","-0.9","United States; Iran","United States; Iran","USA (185); Iran (80)","US allies; Iranian forces","U.S. allies; Iranian military","Iran (80)","Ayatollah Ali Khamenei","Ayatollah Ali Khamenei","Iran (80)","Mashhad","","Iran (80)","1",""
"7159f978c648","2026-07-09","The United States, under President Donald Trump, initiated a retaliatory attack on Iran during the NATO Summit. This action was intended to signal to European Union members the necessity of aligning with US policies regarding the Middle East crisis and to demonstrate the US's influence over oil and gas supply routes, particularly concerning the Strait of Hormuz.","the US administration decided otherwise to signal to the European Union members to either align with the US government in handling the Middle East crisis or face the repercussions of the closure of the Strait of Hormuz again.","United States and Donald Trump ASSAULT Iran and European Union members","CONFLICT","ASSAULT","-0.9","United States; Donald Trump","United States; Donald Trump","USA (185); USA (185)","Iran; European Union members","Iran; EU member states","Iran (80)","NATO","NATO","NATO","NATO Summit; Iran; Strait of Hormuz","","Iran (80)","1",""
