id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"d6aa92643250","2026-03-29","The Lebanese Hezbollah armed group launched multiple attacks on Israeli Defence Forces (IDF) positions and vehicles across southern Lebanon, targeting locations including al-Qantara, Deir Siriane, al-Qouzah, Hula, Beit Leef, and al-Naqoura with artillery, guided missiles, rockets, and a drone strike. The attacks included direct hits on Merkava main battle tanks and assaults on troop gatherings, prompting Israel to intensify its aerial and artillery operations in response.","The Lebanese Hezbollah armed group said its 'Islamic Resistance' fighters launched multiple attacks on Israeli Defence Forces (IDF) positions and vehicles across southern Lebanon on Sunday, targeting sites in al-Qantara, Deir Siriane, al-Qouzah, Hula, Beit Leef, and al-Naqoura with artillery, guided missiles, rockets, and a drone strike.","Lebanese Hezbollah ASSAULT Israeli Defense Forces","CONFLICT","ASSAULT","-0.9","Lebanese Hezbollah","Hezbollah","Lebanon (95)","Israeli Defense Forces","Israeli military","Israel (83)","","","","southern Lebanon; al-Qoussei; Deir Sirbane; Hula; Beit Leif; al-Naqoura; Merkava main battle tanks","","Lebanon (95); Lebanon (95); Lebanon (95); Lebanon (95); Lebanon (95); Lebanon (95); Israel (83)","2",""
"0dc06b75427f","2026-03-26","Hezbollah conducted a military operation targeting Israeli sites in Tel Aviv, launching volleys of missiles at the Israeli Ministry of War headquarters and the 'Dolphin' barracks of military intelligence. This action was described as a legitimate defense of Lebanon in response to Israeli attacks on civilians and infrastructure.","Lebanese Hezbollah announced, early Thursday, the execution of a qualitative military operation targeting the depth of the Israeli occupation in the city of Tel Aviv.","Hezbollah ASSAULT Israeli Ministry of War","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli Ministry of War","Israeli Foreign Ministry","Israel (83)","","","","Tel Aviv; Israeli Ministry of War headquarters; Dolphins baracks of military intelligence","","Israel (83); Israel (83); Israel (83)","1",""
"dbd3017589d2","2026-03-22","The militant group Hezbollah launched a rocket attack from Lebanon that resulted in the death of one person in northern Israel. This incident marked the first fatality from cross-border attacks since the escalation of conflict between Israel and Iran began.","Meanwhile, tensions on Israel’s northern border escalated after rocket fire from Lebanon killed one person in northern Israel on March 22, marking the first fatality from cross-border attacks since the latest conflict erupted.","Hezbollah ASSAULT Israel","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","","","","Northern Israel; Lebanon","","Israel (83); Lebanon (95)","1",""
"3ecdbdcae36e","2026-03-22","Iran and Hezbollah escalated their attacks on Israel amid ongoing tensions in the Middle East. Iran threatened to close the Strait of Hormuz if the U.S. follows through on threats to attack its infrastructure, while Israeli leaders assessed damage from Iranian missile strikes on southern communities.","Iran said the Strait of Hormuz, crucial to oil and other exports, would be 'completely closed' immediately if the U.S. follows up on President Donald Trump’s new threat to attack its power plants.","Iran and Hezbollah THREATEN Israel","CONFLICT","THREATEN","-0.6","Iran; Hezbollah","Iran; Hezbollah","Iran (80); Lebanon (95)","Israel","Israel","Israel (83)","United States","United States","USA (185)","Israel; southern communities of Israel; Iran; Hezbollah; Hormuz Strait","","Israel (83); Israel (83); Iran (80); Lebanon (95); Iran (80)","1",""
"a4f54b861829","2026-03-22","Israeli intelligence has reported a potential escalation involving Hezbollah targeting key Israeli infrastructure, particularly the Dimona region associated with Israel's nuclear program. This follows recent missile strikes from Iran and ongoing airstrikes in southern Lebanon, contributing to heightened tensions and fears of a wider regional conflict.","Following Iran’s recent missile strikes, Israeli intelligence assessments indicate the possibility of a coordinated escalation involving militant groups.","Hezbollah ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","Iran","Iran","Iran (80)","Dimona region; southern Lebanon","","Israel (83); Lebanon (95)","1",""
"c9c92ad1a990","2026-03-15","The Lebanese government initiated efforts to form a high-level delegation to enter into direct negotiations with Israel aimed at stopping the ongoing war. This move is in response to escalating international and field pressures, as Lebanon seeks a political solution to prevent further destruction.","Official sources reported that the Lebanese capital, Beirut, has begun serious efforts to form a high-level delegation with the aim of entering into direct negotiations with Israel to stop the ongoing war.","Lebanese government CONSULT Israel","COOPERATION","CONSULT","0.2","Lebanese government","Lebanese government","Lebanon (95)","Israel","Israel","Israel (83)","","","","Lebanon; Israel","","Lebanon (95); Israel (83)","1",""
"d2b3034ecd70","2026-03-15","Lebanon expressed its willingness to enter direct peace talks with Israel, contingent upon the establishment of a ceasefire prior to the commencement of negotiations. Israeli Prime Minister Benjamin Netanyahu has appointed Ron Dermer to lead the Israeli delegation, while discussions may involve Jared Kushner from the US. The potential locations for these talks include Paris or Cyprus.","Lebanon is open to entering direct peace talks with Israel, but insists that a ceasefire must be reached before negotiations begin, according to Al Jazeera.","Lebanon AGREE Israel","COOPERATION","AGREE","0.5","Lebanon","Lebanon","Lebanon (95)","Israel","Israel","Israel (83)","Ron Dermer; Jared Kushner","Ron Dermer; Jared Kushner","USA (185); USA (185)","Paris; Cyprus","","France (62); Cyprus (44)","1",""
"0c3e7e7aa949","2026-03-14","Hezbollah confirmed its involvement in direct clashes with Israeli Defense Forces in the southern Lebanese town of Khiam, marking a significant escalation in the conflict and drawing more regional actors into the military confrontation.","The Lebanese militant group Hezbollah confirmed it has entered 'direct clashes' with Israeli Defense Forces.","Hezbollah ASSAULT Israeli Defense Forces","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli Defense Forces","Israeli military","Israel (83)","","","","Khiam","","Lebanon (95)","1",""
"212c29a5e539","2026-03-14","The Lebanon Ministry of Public Health condemned the Israel Defense Forces (IDF) for allegations that ambulances in Lebanon are being used for military purposes. The ministry reported that Israeli forces targeted ambulance teams during rescue operations, specifically citing an attack on a healthcare center in Burj Qalaouiyeh that resulted in the deaths of 12 medical workers and injuries to others.","In a statement, the ministry said Israeli forces have repeatedly targeted ambulance teams during rescue operations since the start of the offensive in Lebanon. It cited a strike on a primary healthcare centre in the southern village of Burj Qalaouiyeh early Saturday, describing the facility as a civilian medical centre operating under the ministry’s supervision.","Lebanon Ministry of Public Health ACCUSE Israel Defense Forces (IDF)","CONFLICT","ACCUSE","-0.3","Lebanon Ministry of Public Health","Lebanese Health Ministry","Lebanon (95)","Israel Defense Forces (IDF)","Israel Defense Forces (IDF)","Israel (83)","ambulance teams in Lebanon; medical workers at a healthcare center in Burj Qalaouiyah","ambulance teams in Lebanon; medical workers at a healthcare center in Burj Qalaouiyah","Lebanon (95); Lebanon (95)","Lebanon; Burj Qalaouiyeah","","Lebanon (95); Lebanon (95)","1",""
"71a236db55f2","2026-03-12","Iran's Revolutionary Guards conducted a joint missile operation with Hezbollah, targeting over 50 sites in Israel and US-linked locations across the region. The operation involved missile attacks launched from Iran, along with rockets and drones fired by Hezbollah, specifically hitting military bases in Haifa, Tel Aviv, and Beersheba, as well as US forces in Dubai, Kuwait, the UAE, Iraq, Saudi Arabia, and Jordan.","Iran's Revolutionary Guards said Thursday they carried out a joint missile operation with Lebanon's Hezbollah targeting Israel and US-linked sites across the region.","Iran's Revolutionary Guard Corps and Hezbollah ASSAULT Israel and US forces","CONFLICT","ASSAULT","-0.9","Iran's Revolutionary Guard Corps; Hezbollah","Iranian Revolutionary Guard; Hezbollah","Iran (80); Lebanon (95)","Israel; US forces","Israel; U.S. forces","Israel (83); USA (185)","","","","Israel; Haifa; Tel Aviv; Beersheba; Dubai; Kuwait; Iraq; Saudi Arabia; Jordan","","Israel (83); Israel (83); Israel (83); Israel (83); UAE (182); Kuwait (91); Iraq (81); Saudi Arabia (151); Jordan (87)","1",""
"369740b83596","2026-03-10","Hezbollah fighters have shifted to dispersed, guerrilla-style tactics and are limiting the use of key weapons in preparation for a potential wider confrontation with Israel. This strategic adjustment includes operating in small formations and avoiding Israeli surveillance, particularly by conserving anti-tank rockets, as the group assesses that a direct war with Israel is unavoidable.","The adjustments reflect Hezbollah’s internal assessment that a direct war with Israel was unavoidable.","Hezbollah fighters COERCE Israel","CONFLICT","COERCE","-0.6","Hezbollah fighters","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","","","","Lebanon","","Lebanon (95)","1",""
"2dd28523667e","2026-03-10","Hezbollah has adapted its guerrilla tactics along the Lebanese-Israeli border in response to escalating tensions and a potential large-scale Israeli offensive. The group is rationing its arsenal and avoiding communication devices to evade interception while engaging Israeli troops, claiming their actions are defensive against ongoing Israeli aggression.","As tensions escalate along the Lebanese-Israeli border, Hezbollah adapts guerrilla tactics in preparation for a potential large-scale Israeli offensive, according to sources.","Hezbollah ASSAULT Israeli troops","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli troops","Israeli soldiers","Israel (83)","","","","Lebanese-Israeli border","","Lebanon (95)","1",""
"fb83638531e2","2026-03-09","Lebanese President Joseph Aoun called for a complete ceasefire with Israel during a virtual meeting with European Council President Antonio Costa and European Commission President Ursula von der Leyen. He urged an immediate halt to Israeli military actions against Lebanon and pledged that the Lebanese Armed Forces would disarm Hezbollah once they receive adequate international support.","Aoun made the remarks during a virtual meeting with European Council President Antonio Costa and European Commission President Ursula von der Leyen yesterday (9 March), where he urged an immediate halt to Israeli military actions against Lebanon.","Lebanese President Joseph Aoun REQUEST Israel","CONFLICT","REQUEST","-0.2","Joseph Aoun","Joseph Aoun","Lebanon (95)","Israel","Israel","Israel (83)","Antonio Costa; Ursula von der Leyen; Lebanese Armed Forces; Hezbollah","Antonio Costa; Ursula von der Leyen; Lebanese Armed Forces; Hezbollah","Lebanon (95); Lebanon (95)","Virtual meeting","","Immaterial","1",""
"8941fb42e6c4","2026-03-09","Hezbollah, aligned with Iran, has reverted to guerrilla warfare tactics in southern Lebanon in response to the threat of an Israeli ground invasion. The group is operating in small units and rationing its anti-tank rockets while launching attacks on Israel, particularly in retaliation for the assassination of Iran's Supreme Leader Ali Khamenei.","Hezbollah launched attacks on Israel, retaliating for the assassination of Iran's Supreme Leader Ali Khamenei.","Hezbollah ASSAULT Israel","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","Iran; Ali Khamenei","Iran; Ali Khamenei","Iran (80); Iran (80)","southern Lebanon; Israel","","Lebanon (95); Israel (83)","1",""
"f83d31f745a8","2026-03-08","Lebanese President Joseph Aoun condemned Hezbollah during a virtual meeting with senior European Union officials, criticizing the group for its recent attacks on Israel that ended a ceasefire. He also criticized Israel for its military actions against Hezbollah strongholds in Lebanon, stating that the ongoing conflict poses a threat to the stability of Lebanon.","On Monday, Lebanese President Joseph Aoun excoriated Hezbollah during a virtual meeting with senior European Union officials.","Lebanese President Joseph Aoun ACCUSE Hezbollah and Israel","CONFLICT","ACCUSE","-0.3","Joseph Aoun","Joseph Aoun","Lebanon (95)","Hezbollah; Israel","Hezbollah; Israel","Lebanon (95); Israel (83)","European Union","European Union","European Union","Virtual meeting; Lebanon","","Lebanon (95)","1",""
"69ef4ab12db9","2026-03-07","Hezbollah issued a warning to residents of the Israeli settlements of Kiryat Shmona and Nahariya, urging them to evacuate immediately and head south. This warning was part of the ongoing conflict, coinciding with evacuation orders from the Israeli army for residents in parts of Lebanon.","“Warning: All residents of Kiryat Shmona and Nahariya are requested to evacuate immediately and head south,” Hezbollah said in a post on Telegram.","Hezbollah ACCUSE residents of the Israeli settlements of Kiryat Shmoun and Nahariya","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","Residents of the Israeli settlements of Kiryat Shmoun and Nahariya","Residents of the Israeli settlements of Kiryat Shmoul and Nahariya","Israel (83)","","","","Kiryat Shmona; Nahariya","","Israel (83); Israel (83)","2",""
"636d5e988271","2026-03-06","Hezbollah conducted a mortar attack on Israeli soldiers near the Lebanese border, resulting in injuries to nine individuals, including Bezalel Smotrich's son, Benya Hebron. The attack occurred as part of a series of assaults on Israeli forces heading towards the occupied Golan Heights and the Haifa region.","Hezbollah fighters carried out a series of attacks on Israel and its forces heading towards the occupied Golan Heights and the Haifa region on March 6, 2026.","Hezbollah ASSAULT Israeli soldiers and Bezaliel Smotrich's son, Benay Hebron","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli soldiers; Bezalel Smotrich's son, Benay Hebron","Israeli soldiers; Bezalel Smotrich's son, Benay Hebron","Israel (83); Israel (83)","","","","Near the Lebanese border; Golan Heights; Haifa region","","Lebanon (95); Israel (83); Israel (83)","1",""
"357f9a7738ed","2026-03-06","Hezbollah urged residents of Kiryat Shmona, Israel, to evacuate to the south amid heightened military activities, including rocket and drone attacks into Israel. This warning is part of the ongoing tensions involving Hezbollah, Israel, and the U.S.-Iran conflict.","Lebanese Shi'ite militant group Hezbollah has sparked concerns by urging residents of the northern Israeli city, Kiryat Shmona, to evacuate to the south.","Hezbollah REQUEST residents of Kiryat Shmona","CONFLICT","REQUEST","-0.2","Hezbollah","Hezbollah","Lebanon (95)","Residents of Kiryat Shmona","Residents of Kiryat Shmona","Israel (83)","Israel; United States; Iran","Israel; United States; Iran","Israel (83); USA (185); Iran (80)","Kiryat Shmona; Israel","","Israel (83); Israel (83)","1",""
"25ebe55d33cd","2026-03-05","Hezbollah conducted two drone attacks targeting military and defense industry sites in northern Israel, specifically the Ein Zeitim Base near Safed and a military industries complex belonging to Rafael Advanced Defense Systems south of Acre. The attacks were executed using swarms of attack drones in response to ongoing Israeli strikes on Lebanon.","Hezbollah announced early Thursday that it carried out two drone attacks targeting military and defense industry sites in northern Israel, amid escalating tensions along the border with Lebanon.","Hezbollah ASSAULT Israeli military and defense industry sites in northern Israel","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli military and defense industry sites in northern Israel","Israeli defense industry facilities","Israel (83)","","","","Ein Zeitah Base near Safed; Rafael Advanced Defense Systems military industries complex south of Acre","","Israel (83); Israel (83)","1",""
"b8098e88bf08","2026-03-04","Hezbollah, the Lebanese armed group, claimed responsibility for an attack on an Israeli military installation near Safed, Israel. The attack targeted what Hezbollah described as a military base, marking an escalation in tensions along the Israel–Lebanon frontier.","The Lebanese armed group Hezbollah has claimed responsibility for an attack on an Israeli military installation near the northern city of Safed, marking another escalation along the Israel–Lebanon frontier.","Hezbollah ASSAULT Israeli military installation","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli military installation","Israeli military bases","Israel (83)","","","","Safed; Israel-Lebanon border","","Israel (83)","1",""
"64e05aa2dff1","2026-03-04","Alarm sirens were triggered in Israel's Galilee region near the Lebanese border due to potential drone attacks, with several unmanned aerial vehicles (UAVs) launched from Lebanon into northern Israel. The Israel Defense Forces (IDF) attributed responsibility for the incident to the Hizbullah movement.","Alarm sirens were triggered in Israel's Galilee region near the Lebanese border due to potential drone attacks, Trend reports, citing the Times of Israel.","Hizballullah movement ASSAULT Israel Defense Forces (IDF)","CONFLICT","ASSAULT","-0.9","Hizballullah movement","Hizballullah movement","Lebanon (95)","Israel Defense Forces (IDF)","Israel Defense Forces (IDF)","Israel (83)","","","","Galilee region; Lebanon; Northern Israel","","Israel (83); Lebanon (95); Israel (83)","1",""
"c1f111dfea04","2026-03-03","Mahmoud Qomati, deputy head of Hezbollah's political council, announced that Hezbollah has decided to return to resistance against Israel due to ongoing aggression towards Lebanon. This statement was made in response to continued Israeli strikes and the failure of the Lebanese government to secure territorial or diplomatic gains, indicating a shift towards potential open conflict.","""We said patience has limits,"" Qomati stated, adding that the group had complied with the ceasefire agreement and handed over its weapons south of the Litani River, but Israel continued its strikes while the government failed to secure gains related to territory, detainees, or reconstruction.","Hezbollah AGREE Israel","COOPERATION","AGREE","0.5","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","Lebanese government","Lebanese government","Lebanon (95)","Lebanon","","Lebanon (95)","1",""
"61d485347ea9","2026-03-02","Hezbollah launched a rocket and drone attack against a military site in Haifa, Israel, in retaliation for the assassination of Iranian Supreme Leader Ayatollah Ali Khamenei. This marked the first attack by Hezbollah on Israel since the November 2024 ceasefire.","In a self-described act of retaliation for Khamenei’s killing, Hezbollah launched a rocket and drone attack against a military site in Haifa.","Hezbollah ASSAULT Israeli military site in Haifa","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli military site in Haifa","Israeli military site in Haifa","Israel (83)","Ayatollah Ali Khamenei","Ayatollah Ali Khamenei","Iran (80)","Haifa","","Israel (83)","1",""
"623bafbe6f2e","2026-03-01","Hezbollah launched rockets and drones toward northern Israel as retaliation for the killing of Iran’s Supreme Leader, Ali Khamenei. In response, Israel conducted heavy airstrikes on Hezbollah-controlled areas in southern Beirut and across southern Lebanon, resulting in at least 31 fatalities according to Lebanese health authorities. This exchange marks a significant escalation in the ongoing conflict between the two parties.","The fragile calm between Hezbollah and Israel collapsed overnight as Hezbollah launched rockets and drones toward northern Israel, declaring the attack retaliation for the killing of Iran’s Supreme Leader, Ali Khamenei.","Hezbollah ASSAULT Israel","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","Ali Khamenei","Ali Khamenei","Iran (80)","northern Israel; southern Beirut; southern Lebanon","","Israel (83); Lebanon (95); Lebanon (95)","6",""
"e98ee63a892b","2026-03-01","Hezbollah launched a volley of six rockets from southern Lebanon toward northern Israel, marking the first attack since the ceasefire agreement took effect. This incident triggered heightened alert levels in Israeli border communities and prompted a response from Israeli air defense systems.","Tensions along the Israel-Lebanon border flared again after Hezbollah launched a volley of rockets toward northern Israel, marking the first such attack since the ceasefire agreement came into effect.","Hezbollah ASSAULT Israeli border communities","CONFLICT","ASSAULT","-0.9","Hezbollah","Hezbollah","Lebanon (95)","Israeli border communities","Israeli communities","Israel (83)","","","","southern Lebanon; northern Israel","","Lebanon (95); Israel (83)","1",""
"570962171b78","2026-02-28","Hezbollah, a Lebanese militant group, expressed solidarity with Iran in response to attacks from the United States and Israel. The group warned of dire consequences for the region if the US-Israeli actions are not challenged, although it did not specify whether it would engage in the conflict. This statement comes amid heightened tensions and threats from Israel towards Lebanon regarding potential involvement in the US-Iran conflict.","Hezbollah expressed solidarity with Iran on Saturday as it came under attack from the United States and Israel, warning in a statement of dire consequences for the region without saying whether it would get involved.","Hezbollah THREATEN United States and Israel","CONFLICT","THREATEN","-0.6","Hezbollah","Hezbollah","Lebanon (95)","United States; Israel","United States; Israel","USA (185); Israel (83)","Iran","Iran","Iran (80)","Lebanon","","Lebanon (95)","1",""
"c55005670f5e","2026-02-24","Lebanese Foreign Minister Youssef Rajji announced that Lebanese authorities have received warnings from Israel regarding potential strikes on vital infrastructure, including the Beirut Rafic Hariri International Airport, in the event of a conflict involving Hezbollah and a US-Iranian escalation. The Lebanese government has urged Hezbollah to refrain from involvement in such a conflict to avoid detrimental consequences for civilians.","There are signs that the Israelis could strike very hard in the event of an escalation, potentially including strategic infrastructure such as the airport.","Lebanese authorities ACCUSE Israel","CONFLICT","ACCUSE","-0.2","Lebanese authorities","Lebanese authorities","Lebanon (95)","Israel","Israel","Israel (83)","Hezbollah; United States; Iran; Civilians","Hezbollah; United States; Iran; Civilians","Lebanon (95); USA (185); Iran (80)","Beirut Rafic Hariri International Airport","","Lebanon (95)","1",""
"7b3e6316b828","2026-02-23","On February 23, 2026, the foreign ministers of Pakistan, Egypt, Jordan, United Arab Emirates, Qatar, Indonesia, Kuwait, Oman, Turkiye, Saudi Arabia, Bahrain, Lebanon, Syria, and Palestine, along with representatives from the Organisation of Islamic Cooperation (OIC), the League of Arab States (LAS), and the Gulf Cooperation Council (GCC), issued a joint statement expressing profound concern over remarks made by Huckabee regarding Israel's borders. They categorically rejected these statements as a violation of international law and a threat to regional security.","In a joint-statement issued today, the foreign ministers of Pakistan, Egypt, Jordan, United Arab Emirates, Qatar, Indonesia, Kuwait, Oman, Turkiye, Saudi Arabia, Bahrain, Lebanon, Syria, and Palestine, along with the Organisation of Islamic Cooperation (OIC), the League of Arab States (LAS), and the Gulf Cooperation Council (GCC), expressed 'profound concern' regarding Huckabee’s statement.","Pakistan, Egypt, Jordan, United Arab Emirates, Qatar, Indonesia, Kuwait, Oman, Turkiye, Saudi Arabia, Bahrain, Lebanon, Syria, Lebanon, Palestine, Organization of Islamic Cooperation, League of Arab States, and Gulf Cooperation Council ACCUSE Israel's Hezbollah Abu Akleh","CONFLICT","ACCUSE","-0.3","Pakistan; Egypt; Jordan; United Arab Emirates; Qatar; Indonesia; Kuwait; Oman; Syria; Lebanon; Palestine; Organization of Islamic Cooperation; League of Arab States; Gulf Cooperation Council","Pakistan; Egypt; Jordan; United Arab Emirates; Qatar; Indonesia; Kuwait; Oman; Syria; Lebanon; Palestine; Organization of Islamic Cooperation; Arab League; Gulf Cooperation Council","Pakistan (130); Egypt (53); Jordan (87); UAE (182); Qatar (139); Indonesia (79); Kuwait (91); Oman (129); Syria (169); Lebanon (95); Palestine (195)","Hussein Abu Akleh","Hussein Abu Akleh","Israel (83)","Israel","Israel","Israel (83)","Immaterial","","Immaterial","1",""
"cb15be113505","2026-02-15","German President Frank-Walter Steinmeier visited Lebanon and met with Lebanese President Joseph Aoun to reaffirm Germany's support for Lebanon following the end of the UNIFIL mission. The discussions included calls for Hezbollah and Israel to adhere to the ceasefire agreement and emphasized the need for Hezbollah's disarmament alongside the withdrawal of Israeli forces from southern Lebanon.","German President Frank-Walter Steinmeier said on Monday during his Lebanon visit that Germany will continue to stand by Lebanon even after the end of the United Nations Interim Force in Lebanon (UNIFIL) mission.","Frank-Wimmer Steinmeier and Joseph Aoun CONSULT Hezbollah and Israel","COOPERATION","CONSULT","0.2","Frank-Wimmer Steinmeier; Joseph Aoun","Frank-Wimmer Steinmeier; Joseph Aoun","Germany (66); Lebanon (95)","Hezbollah; Israel","Hezbollah; Israel","Lebanon (95); Israel (83)","United Nations Interim Force Force in Lebanon (UNIFIL)","United Nations Interim Force in Lebanon (UNIFIL)","United Nations","Lebanon","","Lebanon (95)","1",""
"c63f4837a7ee","2025-12-22","The Lebanese government rejected Israeli allegations regarding the death of Warrant Officer Ali Abdullah, who was killed in an air strike near Sidon. Israel claimed that Abdullah had ties to Hezbollah and was involved in planning attacks against Israeli forces, which Lebanon denied, labeling the claims as a 'malicious attack.'","The Lebanese defence ministry refuted claims of army personnel being linked to political or armed groups, labeling such reports as a 'malicious attack.'","Lebanese government REJECT Israel","CONFLICT","REJECT","-0.3","Lebanese government","Lebanese government","Lebanon (95)","Israel","Israel","Israel (83)","Warrant Officer Ali Abdullah; Hezbollah","Warrant Officer Ali Abdullah; Hezbollah","Lebanon (95); Lebanon (95)","Near Sidon","","Lebanon (95)","1",""
"a3fc0d6ebfc3","2025-12-15","The Lebanese army issued a statement rejecting claims made by Israel regarding Hezbollah rearming in southern Lebanon. The army asserted that their 'weapons control' efforts south of the Litani River were nearly complete, ahead of a three-week deadline set by Beirut to ensure arms are under the sole control of the state.","The army said in a statement to The Washington Post, that 'weapons control' efforts south of the Litani River were nearly complete, ahead of a three-week deadline set by Beirut to place arms under the sole control of the state.","Lebanese army ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Lebanese army","Lebanese army","Lebanon (95)","Israel","Israel","Israel (83)","Hezbollah; Beirut","Hezbollah; Lebanon","Lebanon (95); Lebanon (95)","southern Lebanon; Litani River","","Lebanon (95); Lebanon (95)","1",""
"480cc976078e","2025-12-10","Lebanese President Joseph Aoun and Omani Sultan Haitham bin Tariq held a high-level summit in Muscat, Oman, where they jointly called for an immediate halt to Israeli attacks on Lebanese territory and a full withdrawal from all occupied Arab lands. The leaders expressed serious concern over ongoing Israeli aggression, describing it as a violation of UN Security Council Resolution 1701 and emphasized the need for international efforts to de-escalate tensions and stabilize the region.","Lebanese President Joseph Aoun and his Omani counterpart Sultan Haitham bin Tariq on Wednesday made a joint call for an immediate halt to Israeli attacks on Lebanese territory and a full withdrawal from all occupied Arab lands, warning that continued violations pose a direct threat to regional stability.","Lebanese President Joseph Aoun and Omani Sultan Haitham bin Tariq REQUEST Israel","CONFLICT","REQUEST","-0.2","Lebanese President Joseph Aoun; Omani Sultan Haitham bin Tariq","Lebanese President Joseph Aoun; His Majesty Sultan Haitham bin Tarik of Oman","Lebanon (95); Oman (129)","Israel","Israel","Israel (83)","United Nations Security Council","United Nations Security Council","United Nations","Muscat","","Oman (129)","1",""
"241d1106620c","2025-12-02","Lebanon's Foreign Minister made remarks regarding 'Iranian interference' in Lebanon, which sparked a significant reaction across the political landscape of the region. The comments raised questions about Lebanon's historical decline and the roles of various actors, including Iran, Israel, and the United States, in shaping the country's current state.","The recent remarks by Lebanon’s foreign minister about 'Iranian interference' have triggered a wave of reactions across the region’s political landscape.","Lebanon's Foreign Minister ACCUSE Iran, Israel, and the United States","CONFLICT","ACCUSE","-0.3","Lebanon's Foreign Minister","Lebanese president","Lebanon (95)","Iran; Israel; United States","Iran; Israel; United States","Iran (80); Israel (83); USA (185)","","","","Lebanon","","Lebanon (95)","1",""
"ff29f5f093e0","2025-11-18","Hezbollah condemned an attack that occurred in the Ain al-Helweh camp in Sidon, Lebanon, which resulted in the deaths of thirteen Palestinian refugees and numerous injuries. The group characterized the incident as a massacre perpetrated by Israel, claiming it targeted civilians and violated the ceasefire agreement and U.N. Security Council Resolution 1701.","Hezbollah, in a statement issued Wednesday, condemned in the strongest terms what it called 'the horrific massacre perpetrated by the criminal Zionist enemy last night in the Ain al-Helweh camp in Sidon,' which resulted in the death of thirteen Palestinian refugees and a large number of wounded.","Hezbollah ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Hezbollah","Hezbollah","Lebanon (95)","Israel","Israel","Israel (83)","Palestinian refugees; United Nations Security Council Resolution 1701","Palestinian refugees; United Nations Security Council Resolution 1701","Palestine (195)","Ain al-Helweh camp, Sidon","","Lebanon (95)","1",""
"2eec8b91c0df","2025-11-15","Lebanon filed a complaint to the U.N. Security Council against Israel for constructing a concrete wall along Lebanon’s southern border that extends beyond the U.N.-mapped Blue Line. The Lebanese presidency stated that this construction violates U.N. Security Council Resolution 1701 and infringes on Lebanon’s sovereignty.","Lebanon will file a complaint to the U.N. Security Council against Israel for constructing a concrete wall along Lebanon’s southern border that extends beyond the 'Blue Line', the Lebanese presidency said on Saturday.","Lebanon ACCUSE Israel","CONFLICT","ACCUSE","-0.3","Lebanon","Lebanon","Lebanon (95)","Israel","Israel","Israel (83)","United Nations Security Council","United Nations Security Council","United Nations","Southern border of Lebanon","","Lebanon (95)","1",""
"0e4844cda7c8","2025-11-11","Lebanese President Joseph Aoun stated that Lebanon is awaiting Israel's response regarding negotiations to 'liberate the land' following a high-level visit by US officials, including Sebastian Gorka, the senior director for counterterrorism. The context of this statement relates to Lebanon's ongoing concerns about Israeli airstrikes and Hezbollah's refusal to disarm.","Lebanon is waiting for Israel’s response through the United States to the option of negotiating to liberate the land... The logic of force is no longer useful, and we must go to the power of logic.","Lebanese President Joseph Aoun REQUEST Israel","CONFLICT","REQUEST","-0.2","Lebanese President Joseph Aoun","Lebanese President Joseph Aoun","Lebanon (95)","Israel","Israel","Israel (83)","United States; US officials; Israel; Hezbollah","United States; U.S. officials; Israel; Hezbollah","USA (185); USA (185); Israel (83); Lebanon (95)","Lebanon","","Lebanon (95)","1",""
